"address","city","latitude","longitude","name","postalCode","county_code","State","County","pct_diabetes","pct_obese","pct_white","pct_black","pct_hisp","pct_asian","pct_other","poverty_rate"
"324 Main St","Massena",44.9213,-74.89021,"McDonald's","13662",36089,"NY","St. Lawrence",10.6,28.2,92.85267634,2.017973272,1.917029944,0.9594082756,0.96208818696,18.5
"530 Clinton Ave","Washington Court House",39.53255,-83.44526,"Wendy's","43160",39047,"OH","Fayette",13,33.4,93.7891836,1.960041337,1.791250431,0.5201515673,0.23079572853,16.3
"408 Market Square Dr","Maysville",38.62736,-83.79141,"Frisch's Big Boy","41056",21161,"KY","Mason",13,30.1,89.68553459,6.386506575,1.417953116,0.5660377358,0.194396798187,19.5
"6098 State Highway 37","Massena",44.95008,-74.84553,"McDonald's","13662",36089,"NY","St. Lawrence",10.6,28.2,92.85267634,2.017973272,1.917029944,0.9594082756,0.96208818696,18.5
"139 Columbus Rd","Athens",39.35155,-82.09728,"OMG! Rotisserie","45701",39009,"OH","Athens",11.1,28.3,90.76856556,2.688512439,1.547323069,2.688512439,0.2362678938,31.5
"4182 Tonya Trl","Hamilton",39.4176,-84.47641,"Domino's Pizza","45011",39017,"OH","Butler",12,32.8,84.25909326,7.188493195,3.985005297,2.379322522,0.22953847822,14.4
"590 S Main St","Englewood",39.86969,-84.29358,"Domino's Pizza","45322",39113,"OH","Montgomery",13,33.3,72.67398295,20.76135236,2.275424038,1.718200216,0.23525982294,17.7
"401 N Jennings St","Saluda",34.00598,-81.7704,"McDonald's","29138",45081,"SC","Saluda",13,35.6,58.10314465,26.14339623,14.37484277,0.1811320755,0.27169811325,18.3
"205 W Church St","Batesburg",33.91335,-81.5333,"Wendy's","29006",45063,"SC","Lexington",9.9,33.4,76.96376781,14.09918785,5.537156381,1.407441566,0.40473949182,13.2
"2711 W. Kings Highway Ste. 18","Paragould",36.06107,-90.52325,"Pizza Hut","72450",5055,"AR","Greene",12.9,31.2,95.42884296,0.5511998099,2.140650986,0.2542171537,0.47754811115,17.1
"613 W Center St","Sheridan",34.30687,-92.40784,"SONIC Drive In","72150",5053,"AR","Grant",11.1,38.3,94.10743292,2.156500308,2.195709405,0.2632610766,0.425698762101,13.2
"512 Highway 425 S Lot B","Monticello",33.61937,-91.80232,"Domino's Pizza","71655",5043,"AR","Drew",13.6,34.3,68.00475444,27.76487114,2.45286077,0.4916527095,0.24312496628,21.2
"1535 NW 50th St","Oklahoma City",35.52234,-97.5382,"McDonald's","73118",40109,"OK","Oklahoma",10.2,31.2,59.25013185,15.16128538,15.10409347,2.943226932,3.22362040126,16.2
"125 Towne Center Dr","Lexington",38.06753,-84.53043,"Domino's Pizza","40511",21067,"KY","Fayette",9,27.3,73.04591231,14.31222807,6.92149843,3.213625284,0.23867235966,19.1
"66 14th St.","Tell City",37.941032,-86.762115,"Long John Silver's","47586",18123,"IN","Perry",12.6,32.8,95.29423932,2.425276657,0.9928637915,0.3568104251,0.19650429202,13.2
"301 University Blvd","Louisville",38.21999,-85.764824,"McDonald's","40208",21111,"KY","Jefferson",11.9,31.6,70.51191748,20.57101914,4.391064046,2.182038494,0.25570236517,15.4
"5812 NW Expressway","Oklahoma City",35.54815,-97.61717,"McDonald's","73132",40109,"OK","Oklahoma",10.2,31.2,59.25013185,15.16128538,15.10409347,2.943226932,3.22362040126,16.2
"101 Thomas Garst Ln","Leland",34.23389,-77.99544,"Taco Bell","28451",37019,"NC","Brunswick",11,28,80.81280077,11.28165986,5.165175787,0.5212648118,0.6376185645,14.3
"1111 New Pointe Blvd","Leland",34.21188,-78.02454,"McDonald's","28451",37019,"NC","Brunswick",11,28,80.81280077,11.28165986,5.165175787,0.5212648118,0.6376185645,14.3
"782 Old Hickory Blvd Ste 120","Brentwood",36.04222,-86.77995,"Qdoba Mexican Grill","37027",47037,"TN","Davidson",10.6,30.9,57.42682481,27.45814856,9.752489704,3.012377908,0.27813193637,17.1
"108 Village Rd NE","Leland",34.234477,-78.000649,"McDonald's","28451",37019,"NC","Brunswick",11,28,80.81280077,11.28165986,5.165175787,0.5212648118,0.6376185645,14.3
"1116 Old Highway 60","Hardinsburg",37.792641,-86.492762,"McDonald's","40143",21027,"KY","Breckinridge",14.8,36.6,95.38860362,2.014058527,0.8724263423,0.2093823221,0.299117603069,19
"1423 Southwest Pkwy","Wichita Falls",33.85371,-98.50065,"McDonald's","76302",48485,"TX","Wichita",12.3,31.1,68.4418251,10.13079848,16.62281369,1.966539924,0.89125475287,18.9
"908 Padre Blvd","South Padre Island",26.09105,-97.1643,"McDonald's","78597",48061,"TX","Cameron",9.3,33.2,10.69051253,0.2934370538,88.06730343,0.6119836542,0.11348530353,32
"1131n N Main St","Miami",36.88826,-94.87766,"McDonald's","74354",40115,"OK","Ottawa",15.6,37.1,67.36372771,0.7347400151,4.706731977,0.4961065059,19.4360713345,23
"3401 Hwy 165 North","Pineville",31.3626,-92.41343,"Pizza Hut","71360",22079,"LA","Rapides",13.2,35.7,62.01742989,31.86387363,2.597007894,1.173896196,0.75524454274,21.6
"1631 E Madison Ave","Bastrop",32.77992,-91.89477,"Sonic Drive-In","71220",22067,"LA","Morehouse",16,39.4,50.93462954,46.74219951,0.9113978341,0.350262697,0.17155723934,31.1
"301 S Lynn Riggs Blvd","Claremore",36.31069,-95.61759,"Domino's Pizza","74017",40131,"OK","Rogers",10.7,32.7,73.67815431,0.942408377,3.715551464,1.051723146,12.93366319717,10
"601 E Lincolnway","Minerva",40.732,-81.09812,"McDonald's","44657",39151,"OH","Stark",12.9,30.7,87.72877583,7.527437125,1.588184863,0.7284616573,0.23190427756,13.4
"3211 S 4th St","Leavenworth",39.28532,-94.90441,"SONIC Drive In","66048",20103,"KS","Leavenworth",10.3,32.8,80.3206213,9.19228095,5.651540793,1.246277566,0.8172957089,10.7
"105 Business Loop W","Jamestown",46.898997,-98.707788,"Taco Bell","58401",38093,"ND","Stutsman",8.8,33,94.76777251,0.5971563981,1.710900474,0.4691943128,1.46445497591,11.4
"1531 University Dr S","Fargo",46.85659,-96.79863,"Domino's Pizza","58103",38017,"ND","Cass",7,29.1,90.48725447,2.251331971,2.012979209,2.3528155,1.15504279699,10.7
"718 10th St SE","Jamestown",46.89896,-98.6984,"Taco John's","58401",38093,"ND","Stutsman",8.8,33,94.76777251,0.5971563981,1.710900474,0.4691943128,1.46445497591,11.4
"1400 24th Ave SW","Minot",48.20858,-101.3128,"McDonald's","58701",38101,"ND","Ward",7.8,30.8,88.71828131,2.381840292,3.030401297,0.8917713822,2.608836644,8.4
"703 S Magnolia St","Woodville",30.76846,-94.41477,"Whataburger","75979",48457,"TX","Tyler",12.3,31,80.43278508,10.91610769,6.83175595,0.2251217495,0.50537535601,19.9
"1535 S Broadway","Minot",48.219459,-101.296022,"Pizza Hut","58701",38101,"ND","Ward",7.8,30.8,88.71828131,2.381840292,3.030401297,0.8917713822,2.608836644,8.4
"775 S Main St","Smithfield",41.82069,-111.83318,"Domino's Pizza","84335",49005,"UT","Cache",5.6,21.8,85.46637551,0.5290441699,9.955972163,1.860531175,0.836173839,16
"218 W Main St","Ada",34.77482,-96.68126,"Hamburger King","74820",40123,"OK","Pontotoc",11.9,35.6,69.27611224,2.34450016,4.062199936,0.6508055052,16.93161207651,15.4
"3208 S Elm Pl","Broken Arrow",36.01948,-95.79756,"SONIC Drive In","74012",40143,"OK","Tulsa",10.6,29.6,65.19705736,10.56292395,11.03441647,2.302275594,5.80010374474,15.9
"3056 Classen Blvd Unit A","Norman",35.18173,-97.41709,"Domino's Pizza","73071",40027,"OK","Cleveland",10.4,30.1,75.67750386,4.133643526,6.995757659,3.763758284,4.51252174894,11.5
"982 Macon St","Warner Robins",32.59495,-83.58338,"Burger King","31098",13153,"GA","Houston",13.2,31,60.54538956,28.25947105,6.08649035,2.401715511,0.34882058617,15.2
"6060 San Mateo Blvd NE","Albuquerque",35.144456,-106.585927,"Burger King","87109",35001,"NM","Bernalillo",7.4,21.5,41.48459621,2.459083198,47.85786732,2.208239506,4.03387446367,19
"8401 Gateway Blvd W Ste M4","El Paso",31.77465,-106.38071,"McDonalds","79925",48141,"TX","El Paso",9.5,28.4,13.14511889,2.579039202,82.20027053,0.943112258,0.3839394889,20.3
"450 N Harrison Ave","Shawnee",35.33252,-96.91222,"SONIC Drive In","74801",40125,"OK","Pottawatomie",14.1,34.2,74.36709772,2.835459808,4.144465885,0.5371389073,12.35275481759,17
"9455 SW Barbur Blvd","Portland",45.457027,-122.713696,"Taco Time","97219",41051,"OR","Multnomah",7.7,21.3,72.11729636,5.428689548,10.89817688,6.46073757,1.2779226855,15.7
"351 River Hill Dr","Ashland",38.48554,-82.658096,"McDonald's","41101",21019,"KY","Boyd",15.7,38.5,93.78507125,2.773404384,1.441201405,0.4481046385,0.205885914988,20.5
"18000 Bagley Rd","Cleveland",41.373042,-81.826072,"Burger King","44130",39035,"OH","Cuyahoga",12,30,61.39860107,29.29158315,4.786262559,2.547804037,0.17459273411,18.2
"3700 N 1st Ave","Evansville",38.01322,-87.57549,"McDonald's","47710",18163,"IN","Vanderburgh",11.9,33.3,85.18499969,9.030455808,2.155222784,1.105156842,0.24150960191,17.2
"895 N Highway 77 Ste 300","Waxahachie",32.41269,-96.84213,"Jimmy John's","75165",48139,"TX","Ellis",9.9,29.8,65.49495355,8.796871867,23.50177127,0.5420760644,0.435799746,10.9
"819 SW 19th St","Oklahoma City",35.32026,-97.50536,"Domino's Pizza","73160",40027,"OK","Cleveland",10.4,30.1,75.67750386,4.133643526,6.995757659,3.763758284,4.51252174894,11.5
"95-1249 Meheula Parkway,","Mililani",21.45311,-158.01738,"Jersey Mike's Subs","96789",15003,"HI","Honolulu",8.4,22.3,19.06028806,1.88091359,8.123419152,43.01468621,9.2250686372,9.2
"1625 Veterans Pkwy","Jeffersonville",38.32967,-85.74938,"Popeyes Louisiana Kitchen","47130",18019,"IN","Clark",12.4,33.3,85.17218231,6.841026199,4.853400102,0.7783583714,0.27033892153,10.4
"2730 S Hurstbourne Pkwy Suite 100","Louisville",38.21234,-85.59548,"Qdoba Mexican Grill","40220",21111,"KY","Jefferson",11.9,31.6,70.51191748,20.57101914,4.391064046,2.182038494,0.25570236517,15.4
"5680 Commercial St SE Ste 100","Salem",44.87205,-123.02243,"Domino's Pizza","97306",41047,"OR","Marion",10.3,34.1,68.73896015,0.9215596112,24.28972363,1.836142515,1.7581302423,16.8
"2870 W Loop 1604 S","San Antonio",29.4033,-98.70619,"Whataburger","78245",48029,"TX","Bexar",8.9,27.3,30.27356974,6.90820301,58.72252479,2.307069216,0.3274485894,15.6
"1321 Herr Ln Ste 150","Louisville",38.26897,-85.61074,"Qdoba Mexican Grill","40222",21111,"KY","Jefferson",11.9,31.6,70.51191748,20.57101914,4.391064046,2.182038494,0.25570236517,15.4
"100 Northside Dr","Bennington",42.89413,-73.20316,"Taco Bell","5201",50003,"VT","Bennington",8.8,24.1,95.66868687,0.7838383838,1.414141414,0.7111111111,0.22626262622,11.8
"6611 S Mo Pac Expy Ste B","Austin",30.22023,-97.83528,"Whataburger","78749",48453,"TX","Travis",6.4,20.3,50.53804383,8.084325751,33.46454925,5.702034432,0.30763493078,13.2
"9300 S Interstate 35 Bldg H","Austin",30.16525,-97.78887,"Whataburger","78748",48453,"TX","Travis",6.4,20.3,50.53804383,8.084325751,33.46454925,5.702034432,0.30763493078,13.2
"315 N Stephenson Ave","Iron Mountain",45.825755,-88.063121,"Hardee's","49801",26043,"MI","Dickinson",12.7,30.1,96.56450627,0.3286456741,1.031794558,0.4585753592,0.55411189239,12.3
"2439 Springs Rd NE","Hickory",35.75332,-81.28572,"McDonald's","28601",37035,"NC","Catawba",13.5,29.5,77.99271823,8.329338292,8.4427111,3.440702782,0.24358957751,15.1
"9651 Natural Bridge Rd","Saint Louis",38.72914,-90.34394,"Rally's","63134",29189,"MO","St. Louis",10.8,29,68.87043848,23.20437177,2.505020251,3.450208919,0.1906994716,10.3
"1665 Dove Park Rd Ste 300","Mandeville",30.41178,-90.04186,"Quiznos","70471",22103,"LA","St. Tammany",9.6,27.8,80.56686917,11.30743561,4.693248909,1.24668435,0.47231967142,12.5
"225 Grant Ave","Auburn",42.94987,-76.54722,"Burger King","13021",36011,"NY","Cayuga",10,30.6,91.34281359,3.760027991,2.36923,0.4835928323,0.34738709923,12.7
"5400 FM 1640 Rd Ste 500","Richmond",29.55941,-95.76008,"Whataburger","77469",48157,"TX","Fort Bend",8.4,23.9,36.16143498,21.05778347,23.7398249,16.87157805,0.22771727525,7
"2448 University Ave","Green Bay",44.51312,-87.96051,"Domino's Pizza","54302",55009,"WI","Brown",9.3,28.4,83.74844258,2.131391453,7.251811441,2.68419843,2.44186656044,11.1
"111 Commons Dr","Maumelle",34.84808,-92.40624,"SONIC Drive In","72113",5119,"AR","Pulaski",12,31.7,55.30975995,34.81193893,5.791800349,1.939918693,0.37152382249,19.4
"344 S Service Rd E","Sullivan",38.22303,-91.15696,"Taco Bell","63080",29071,"MO","Franklin",10.5,30.4,95.95830213,0.8345485358,1.37646317,0.4039727269,0.31529578682,11.4
"6490 Memphis Arlington Rd Ste 103","Memphis",35.22655,-89.84786,"Domino's Pizza","38135",47157,"TN","Shelby",12.2,32.6,38.71161782,51.89824976,5.615516297,2.290210469,0.22400834805,20.2
"2124 S 1st St","Yakima",46.57144,-120.48825,"Taco Bell","98903",53077,"WA","Yakima",10.2,29.6,47.70115651,0.7166027357,45.00659867,0.9698599274,3.78816844927,19.1
"482 Branson Landing Blvd Ste 105","Branson",36.65075,-93.22026,"Jimmy John's","65616",29213,"MO","Taney",10.8,30.9,91.11369134,0.7837445573,4.826318336,0.6366715046,0.80503144656,16
"406 S Thompson St","Springdale",36.182436,-94.138658,"Taco Bell","72764",5143,"AR","Washington",9.1,30.6,74.13685273,2.87001699,15.49159136,2.153005195,3.079802034,16.9
"5094 Murfreesboro Rd Ste 1","La Vergne",36.02074,-86.5812,"Domino's Pizza","37086",47149,"TN","Rutherford",9.9,33,75.58262631,12.38899636,6.664026443,3.008712739,0.29969078918,11.1
"801 S Vaughn Dr","Brusly",30.387691,-91.25265,"McDonald's","70719",22121,"LA","West Baton Rouge",14.2,40.2,58.56314108,37.63662351,2.286867328,0.3026736169,0.117706406635,15.1
"5100 NC Highway 87 S Ste 102","Fayetteville",34.9297,-78.85668,"Domino's Pizza","28306",37051,"NC","Cumberland",12.1,32.3,47.19297751,35.66936208,9.45118038,2.155395062,1.8060238364,18.8
"Co-Op City","Bronx",40.8691,-73.8248,"Burger King","10475",36005,"NY","Bronx",12.3,30.4,10.91676606,30.08393569,53.52745057,3.417423046,0.27853423705,30.3
"3898 Cleveland Hwy","Dalton",34.89383,-84.94654,"McDonalds","30721",13313,"GA","Whitfield",13.2,33.5,62.20138598,3.539020848,31.64845661,1.259271533,0.2037056891,15.3
"1865 Blankenship Rd","West Linn",45.349698,-122.653281,"Jack in the Box","97068",41005,"OR","Clackamas",9.8,25.3,84.48264857,0.7343241346,7.749632971,3.610449158,0.8391135982,9.4
"825 W 1100 S","Brigham City",41.48602,-112.02944,"Sonic Drive-In","84302",49003,"UT","Box Elder",9.9,33.5,88.26213107,0.2781390695,8.308154077,0.8604302151,0.8144072036,8.4
"955 S Main St","Brigham City",41.49113,-112.01555,"Taco Bell","84302",49003,"UT","Box Elder",9.9,33.5,88.26213107,0.2781390695,8.308154077,0.8604302151,0.8144072036,8.4
"875 W 1150 S","Brigham City",41.48561,-112.02934,"Subway","84302",49003,"UT","Box Elder",9.9,33.5,88.26213107,0.2781390695,8.308154077,0.8604302151,0.8144072036,8.4
"524 Indian Boundary Rd","Chesterton",41.6165,-87.0439,"Jimmy John's","46304",18127,"IN","Porter",9.4,31.9,85.94403169,2.828839683,8.47800028,1.192627614,0.23122372108,11.6
"801 University St","Martin",36.3485,-88.87344,"McDonald's","38237",47183,"TN","Weakley",14.7,30.9,87.65026698,7.758202222,1.99880072,1.042231804,0.2712658119,18.2
"2505 State Rd","La Crosse",43.79609,-91.21769,"Hardee's","54601",55063,"WI","La Crosse",8.1,28.3,91.08410824,1.35469914,1.518693627,4.123414575,0.40562466203,14.4
"1610 Sycamore View Rd","Memphis",35.1694,-89.86479,"McDonald's","38134",47157,"TN","Shelby",12.2,32.6,38.71161782,51.89824976,5.615516297,2.290210469,0.22400834805,20.2
"2437 George St","La Crosse",43.85742,-91.23993,"McDonald's","54603",55063,"WI","La Crosse",8.1,28.3,91.08410824,1.35469914,1.518693627,4.123414575,0.40562466203,14.4
"813 N Central Ave","Marshfield",44.674233,-90.168369,"Taco John's","54449",55141,"WI","Wood",8.1,32.3,93.88353021,0.511043626,2.247521706,1.744504943,0.73178236501,11.3
"1101 N Central Ave","Marshfield",44.67742,-90.16521,"McDonald's","54449",55141,"WI","Wood",8.1,32.3,93.88353021,0.511043626,2.247521706,1.744504943,0.73178236501,11.3
"4601 Northfield Rd","Cleveland",41.433314,-81.523935,"Mr Hero","44128",39035,"OH","Cuyahoga",12,30,61.39860107,29.29158315,4.786262559,2.547804037,0.17459273411,18.2
"1601 W Lincoln Ave","Yakima",46.6039,-120.53093,"McDonald's","98902",53077,"WA","Yakima",10.2,29.6,47.70115651,0.7166027357,45.00659867,0.9698599274,3.78816844927,19.1
"5706 W 7800 S","West Jordan",40.60985,-112.0266,"McDonald's","84081",49035,"UT","Salt Lake",7.2,25.4,73.99420194,1.420087311,17.0945608,3.249049439,2.1374149592,10.8
"1014 Highway 82 E","Indianola",33.45785,-90.63563,"Taco Bell","38751",28133,"MS","Sunflower",15.2,42.2,25.16129032,72.53650255,1.371816638,0.2784380306,0.19354838709,39.3
"640 Huebner Rd","Fort Riley",39.0644,-96.79881,"Domino's Pizza","66442",20061,"KS","Geary",7.9,32.7,59.91211222,17.50480182,12.37413422,3.110994703,1.54240149,11.9
"1418 W Sunset Blvd","Saint George",37.122977,-113.613499,"Taco Bell","84770",49053,"UT","Washington",7.8,23.7,85.64022735,0.4575896898,9.764326829,0.6907287405,1.7970531802,13.2
"610 E Saint George Blvd","Saint George",37.109869,-113.570286,"Taco Bell","84770",49053,"UT","Washington",7.8,23.7,85.64022735,0.4575896898,9.764326829,0.6907287405,1.7970531802,13.2
"4651 W 6th St","Lawrence",38.971514,-95.301449,"Pizza Hut","66049",20045,"KS","Douglas",6.5,24.2,81.68841247,3.793333694,5.098983993,3.710320683,2.43173984413,19.4
"5540 Old Cheney Rd","Lincoln",40.75546,-96.64543,"Amigos/Kings Classic","68516",31109,"NE","Lancaster",7.6,26,84.3364038,3.376231137,5.846037413,3.466978736,0.63243017867,13.5
"7501 W 135th St","Overland Park",38.88353,-94.672,"Raising Cane's Chicken Fingers","66223",20091,"KS","Johnson",7.5,24.8,81.96641179,4.231695821,7.157387551,4.152677703,0.34878229408,5.5
"4204 Milan Rd","Sandusky",41.41841,-82.67352,"McDonalds","44870",39043,"OH","Erie",11.1,35.4,84.9297474,8.477017086,3.37835208,0.5916008251,0.251689824683,12.7
"6300 Gulf Fwy","La Marque",29.3676,-94.97416,"Whataburger","77568",48167,"TX","Galveston",9.8,27.6,59.2676505,13.46645658,22.40576158,2.923013021,0.40506815789,14
"1302 Highway 35 N","Rockport",28.036688,-97.04238,"McDonald's","78382",48007,"TX","Aransas",12.1,26.9,70.60195181,1.114085845,24.57034286,1.91294585,0.53113394935,18.2
"3515 Springdale Rd","Cincinnati",39.25009,-84.59411,"Domino's Pizza","45251",39061,"OH","Hamilton",11,29.2,67.58357075,25.517776,2.568253707,2.004052973,0.21099886084,16.6
"7720 Laurel Ave","Cincinnati",39.18985,-84.36207,"Domino's Pizza","45243",39061,"OH","Hamilton",11,29.2,67.58357075,25.517776,2.568253707,2.004052973,0.21099886084,16.6
"123 Creekside Xing","New Braunfels",29.7279,-98.07612,"Whataburger","78130",48091,"TX","Comal",8.8,26.7,71.34283502,1.480566413,24.8810753,0.7495021757,0.36875875798,8.3
"793 Roosevelt Trl","Windham",43.83887,-70.44217,"Burger King","4062",23005,"ME","Cumberland",7.9,22.7,91.76139793,2.334968794,1.791077629,2.025391055,0.31916328801,10.7
"14700 E Indiana Ave","Spokane",47.673976,-117.206394,"Taco Time","99216",53063,"WA","Spokane",9.3,29.2,86.71706057,1.637023817,4.511683478,2.079491364,1.7603205286,15.5
"201 Commerce Dr","Jefferson City",38.59259,-92.2254,"SONIC Drive In","65109",29051,"MO","Cole",10.1,30.7,83.23068825,11.08172128,2.362152915,1.258060271,0.33951835767,11.9
"3124 S Ten Mile Dr","Jefferson City",38.58068,-92.2352,"McDonald's","65109",29051,"MO","Cole",10.1,30.7,83.23068825,11.08172128,2.362152915,1.258060271,0.33951835767,11.9
"1417 Jackson Ave W","Oxford",34.36729,-89.54978,"Coop DeVille","38655",28071,"MS","Lafayette",10.4,34.3,70.82849359,23.55810859,2.266055627,2.11822348,0.21752444506,21
"2984 Upland Pkwy","Sidney",41.138,-102.98557,"McDonalds","69162",31033,"NE","Cheyenne",7.6,31.5,90.80816163,0.1900380076,6.101220244,1.580316063,0.5701140228,9
"1002 J St","Auburn",40.39457,-95.83913,"Amigos/Kings Classic","68305",31127,"NE","Nemaha",10,35.5,95.73675497,0.8554083885,1.834988962,0.4139072848,0.27593818988,13.1
"191 7th St","Garden City",40.725253,-73.634393,"B. Good","11530",36059,"NY","Nassau",8.3,23.5,65.49369481,10.54883347,14.5838248,7.581603127,0.11765303108,6.1
"544 Conestoga Pkwy","Shepherdsville",37.9978,-85.70737,"Domino's Pizza","40165",21029,"KY","Bullitt",13.2,32.8,96.02927919,0.6351000417,1.396681871,0.4965082953,0.32562332648,9.6
"101 Smith Rd","Glasgow",37.0082,-85.92208,"McDonald's","42141",21009,"KY","Barren",13.4,31,91.52064117,3.83420672,2.632015745,0.4291845494,0.15886941878,19.3
"5212 Jackson St","Alexandria",31.27267,-92.48395,"Sonic Drive-In","71303",22079,"LA","Rapides",13.2,35.7,62.01742989,31.86387363,2.597007894,1.173896196,0.75524454274,21.6
"131 S Highway 27","Somerset",37.09224,-84.61883,"McDonald's","42501",21199,"KY","Pulaski",13.4,33.6,95.05256648,1.117929689,2.089973519,0.4582718868,0.22358593783,23
"1511 C Goff Blvd S W Plaza Rio Shpg Ctr","Albuquerque",35.085335,-106.60555,"Domino's Pizza","87105",35001,"NM","Bernalillo",7.4,21.5,41.48459621,2.459083198,47.85786732,2.208239506,4.03387446367,19
"4800 Frederica St","Owensboro",37.723743,-87.123894,"McDonald's","42301",21059,"KY","Daviess",11.3,30.4,90.01510512,4.741557689,2.612357226,0.6931799371,0.16450091049,14.9
"300 W Esplanade Ave","Kenner",30.02306,-90.26933,"Burger King","70065",22051,"LA","Jefferson",11.6,35.4,56.00898851,25.89584605,12.41515471,3.824280087,0.40341970444,16.3
"5963 W Main St","Houma",29.63346,-90.75858,"Sonic Drive-In","70360",22109,"LA","Terrebonne",11.7,39.5,68.64741641,18.81458967,3.952261756,1.007509387,5.60164491344,20.1
"7849 Tramway Blvd NE Ste D","Albuquerque",35.17351,-106.49703,"Domino's Pizza","87122",35001,"NM","Bernalillo",7.4,21.5,41.48459621,2.459083198,47.85786732,2.208239506,4.03387446367,19
"400 Clifty Dr","Madison",38.77544,-85.39367,"Rally's","47250",18077,"IN","Jefferson",12.5,35,93.94042186,1.634390033,2.328234859,0.6506722585,0.1973603059,13.4
"1228 Saint Charles St","Houma",29.58875,-90.74346,"Taco Bell","70360",22109,"LA","Terrebonne",11.7,39.5,68.64741641,18.81458967,3.952261756,1.007509387,5.60164491344,20.1
"725 Sterlington Hwy","Farmerville",32.7715,-92.39699,"Taco Bell","71241",22111,"LA","Union",15.6,34.4,67.76990449,27.08067427,4.150345495,0.1364376568,0.30368381676,21.9
"1088 Westbank Expy","Westwego",29.89708,-90.14081,"Pizza Hut","70094",22051,"LA","Jefferson",11.6,35.4,56.00898851,25.89584605,12.41515471,3.824280087,0.40341970444,16.3
"1000 Government St","Baton Rouge",30.44345,-91.17915,"Sonic Drive-In","70802",22033,"LA","East Baton Rouge",11.6,32.9,46.9508441,45.11655697,3.697199497,2.792096708,0.22922909502,18.5
"314 E Carpenter St","Cleveland",33.75489,-90.71678,"Back Yard Burgers","38732",28011,"MS","Bolivar",16.5,37.5,32.92136477,63.95958413,1.871430663,0.544735686,0.14057695124,36.1
"120 S Davis Ave","Cleveland",33.74364,-90.71593,"McDonald's","38732",28011,"MS","Bolivar",16.5,37.5,32.92136477,63.95958413,1.871430663,0.544735686,0.14057695124,36.1
"1231 Holcomb Blvd","Camp Lejeune",34.72418,-77.34444,"Wendy's","28547",37133,"NC","Onslow",7.8,29.7,68.94111559,14.95004838,10.06682717,1.779245325,0.8162140269,15.3
"112 E 2nd St","Duluth",46.78937,-92.09841,"Domino's Pizza","55805",27137,"MN","St. Louis",9.8,27.1,92.28022335,1.342482994,1.203140451,0.8790067224,2.16605236126,13.4
"976 William H Wilson Ave Ste 100","Fort Stewart",31.8613,-81.61078,"Burger King","31314",13179,"GA","Liberty",10.4,34.9,42.68513703,41.00357745,9.706396861,1.862796085,1.0259562196,20.3
"2910 Lurleen B Wallace Blvd","Northport",33.236442,-87.576869,"Sonic Drive-In","35476",1125,"AL","Tuscaloosa",12.3,34.3,65.04346129,29.48843087,3.056160612,1.177975506,0.27278891995,20
"2441 James St","Coralville",41.68432,-91.60353,"Domino's Pizza","52241",19103,"IA","Johnson",5.4,23,83.1031005,4.708821687,4.737091426,5.175654406,0.2085848321,18.3
"602 Highway 31 SW","Hartselle",34.439438,-86.940455,"Taco Bell","35640",1103,"AL","Morgan",12.6,31.6,77.48347142,11.76583815,7.662565905,0.5565319274,0.83437944603,16.4
"107 Jordan Plz","Elizabeth City",36.29457,-76.23925,"Domino's Pizza","27909",37139,"NC","Pasquotank",14.4,35.4,55.01340351,37.51998229,4.038267627,1.104252232,0.34185091367,19.1
"905 W Corbett Ave","Swansboro",34.69765,-77.14086,"McDonalds","28584",37133,"NC","Onslow",7.8,29.7,68.94111559,14.95004838,10.06682717,1.779245325,0.8162140269,15.3
"2001 Sutton Ln","Sutton",38.70084,-80.664158,"Arby's","26601",54007,"WV","Braxton",15.9,32.5,97.81725539,0.4062521518,0.4613371893,0.1652551126,0.28231081737,23.7
"161 Church St","Burlington",44.47568,-73.21264,"Pacific Rim","5401",50007,"VT","Chittenden",6.5,19.8,91.25043917,2.026254432,1.824395541,2.790252004,0.26382190424,10.4
"3716 7th St","Bay City",28.9826,-95.94636,"Taco Bell","77414",48321,"TX","Matagorda",11.2,31.9,47.40886055,11.06206746,38.3466841,1.888180481,0.30243583461,20.5
"443 Killian Rd","Columbia",34.13885,-80.95378,"Panda Express","29203",45079,"SC","Richland",11.1,32.6,45.32254541,45.39588665,4.847023698,2.193215155,0.35344235693,15.8
"122 Hayward Ave","Ames",42.02193,-93.65164,"Domino's Pizza","50014",19169,"IA","Story",6.7,27.1,86.90000223,2.373188001,3.009760783,5.996068884,0.16863594741,18.6
"1306 Scotland Crossing Dr","Laurinburg",34.760626,-79.487148,"Taco Bell","28352",37165,"NC","Scotland",13.7,36.4,45.92471721,38.39920347,2.085350001,0.7633376663,10.69502447328,29
"1700 Norman Dr Spc 1056","Valdosta",30.84377,-83.32041,"Chick-fil-A","31601",13185,"GA","Lowndes",11.6,31.3,56.05815093,35.53413346,4.795254181,1.429055322,0.36344328175,26.5
"502 W Columbia Ave","Batesburg",33.903931,-81.545787,"Hardee's","29006",45063,"SC","Lexington",9.9,33.4,76.96376781,14.09918785,5.537156381,1.407441566,0.40473949182,13.2
"4965 Centre Pointe Dr","North Charleston",32.87129,-80.02056,"Domino's Pizza","29418",45019,"SC","Charleston",11.1,24.6,62.03724062,29.54778432,5.390209846,1.330633993,0.30952945242,14.9
